day,timestamp,emeralds_value,emeralds_pnl_increment,tomatoes_value,tomatoes_pnl_increment,portfolio_value_total,pnl_increment_total
-2,936800,3925.0,0.0,4514.0,0.0,8439.0,0.0
-2,936900,3925.0,0.0,4511.0,-3.0,8436.0,-3.0
-2,937000,3925.0,0.0,4514.0,3.0,8439.0,3.0
-2,937100,3925.0,0.0,4514.0,0.0,8439.0,0.0
-2,937200,3925.0,0.0,4544.0,30.0,8469.0,30.0
-2,937300,3925.0,0.0,4538.0,-6.0,8463.0,-6.0
-2,937400,3925.0,0.0,4544.0,6.0,8469.0,6.0
-2,937500,3925.0,0.0,4546.0,2.0,8471.0,2.0
-2,937600,3925.0,0.0,4545.0,-1.0,8470.0,-1.0
-2,937700,3925.0,0.0,4545.0,0.0,8470.0,0.0
-2,937800,3925.0,0.0,4544.0,-1.0,8469.0,-1.0
-2,937900,3925.0,0.0,4545.0,1.0,8470.0,1.0
-2,938000,3925.0,0.0,4546.0,1.0,8471.0,1.0
-2,938100,3925.0,0.0,4545.0,-1.0,8470.0,-1.0
-2,938200,3925.0,0.0,4546.0,1.0,8471.0,1.0
-2,938300,3925.0,0.0,4544.0,-2.0,8469.0,-2.0
-2,938400,3925.0,0.0,4544.0,0.0,8469.0,0.0
-2,938500,3925.0,0.0,4542.0,-2.0,8467.0,-2.0
-2,938600,3925.0,0.0,4542.0,0.0,8467.0,0.0
-2,938700,3925.0,0.0,4542.0,0.0,8467.0,0.0
-2,938800,3925.0,0.0,4541.0,-1.0,8466.0,-1.0
-2,938900,3925.0,0.0,4541.0,0.0,8466.0,0.0
-2,939000,3925.0,0.0,4540.0,-1.0,8465.0,-1.0
-2,939100,3925.0,0.0,4540.0,0.0,8465.0,0.0
-2,939200,3925.0,0.0,4542.0,2.0,8467.0,2.0
-2,939300,3925.0,0.0,4541.0,-1.0,8466.0,-1.0
-2,939400,3925.0,0.0,4542.0,1.0,8467.0,1.0
-2,939500,3925.0,0.0,4540.0,-2.0,8465.0,-2.0
-2,939600,3925.0,0.0,4541.0,1.0,8466.0,1.0
-2,939700,3925.0,0.0,4542.0,1.0,8467.0,1.0
-2,939800,3925.0,0.0,4542.0,0.0,8467.0,0.0
-2,939900,3925.0,0.0,4543.0,1.0,8468.0,1.0
-2,940000,3925.0,0.0,4544.0,1.0,8469.0,1.0
-2,940100,3925.0,0.0,4545.0,1.0,8470.0,1.0
-2,940200,3913.0,-12.0,4545.0,0.0,8458.0,-12.0
-2,940300,3925.0,12.0,4545.0,0.0,8470.0,12.0
-2,940400,3925.0,0.0,4546.0,1.0,8471.0,1.0
-2,940500,3925.0,0.0,4546.0,0.0,8471.0,0.0
-2,940600,3925.0,0.0,4544.0,-2.0,8469.0,-2.0
-2,940700,3925.0,0.0,4544.0,0.0,8469.0,0.0
-2,940800,3925.0,0.0,4543.0,-1.0,8468.0,-1.0
-2,940900,3925.0,0.0,4543.0,0.0,8468.0,0.0
-2,941000,3925.0,0.0,4544.0,1.0,8469.0,1.0
-2,941100,3913.0,-12.0,4545.0,1.0,8458.0,-11.0
-2,941200,3925.0,12.0,4544.0,-1.0,8469.0,11.0
-2,941300,3925.0,0.0,4544.0,0.0,8469.0,0.0
-2,941400,3925.0,0.0,4544.0,0.0,8469.0,0.0
-2,941500,3925.0,0.0,4543.0,-1.0,8468.0,-1.0
-2,941600,3937.0,12.0,4541.0,-2.0,8478.0,10.0
-2,941700,3925.0,-12.0,4542.0,1.0,8467.0,-11.0
-2,941800,3925.0,0.0,4541.0,-1.0,8466.0,-1.0
-2,941900,3925.0,0.0,4540.0,-1.0,8465.0,-1.0
-2,942000,3925.0,0.0,4540.0,0.0,8465.0,0.0
-2,942100,3925.0,0.0,4540.0,0.0,8465.0,0.0
-2,942200,3925.0,0.0,4540.0,0.0,8465.0,0.0
-2,942300,3925.0,0.0,4540.0,0.0,8465.0,0.0
-2,942400,3967.0,42.0,4540.0,0.0,8507.0,42.0
-2,942500,3967.0,0.0,4540.0,0.0,8507.0,0.0
-2,942600,3967.0,0.0,4539.0,-1.0,8506.0,-1.0
-2,942700,3967.0,0.0,4541.0,2.0,8508.0,2.0
-2,942800,3967.0,0.0,4539.0,-2.0,8506.0,-2.0
-2,942900,3967.0,0.0,4539.0,0.0,8506.0,0.0
-2,943000,3967.0,0.0,4537.0,-2.0,8504.0,-2.0
-2,943100,3967.0,0.0,4537.0,0.0,8504.0,0.0
-2,943200,3967.0,0.0,4538.0,1.0,8505.0,1.0
-2,943300,3967.0,0.0,4537.0,-1.0,8504.0,-1.0
-2,943400,3967.0,0.0,4543.0,6.0,8510.0,6.0
-2,943500,3967.0,0.0,4537.0,-6.0,8504.0,-6.0
-2,943600,3967.0,0.0,4537.0,0.0,8504.0,0.0
-2,943700,3967.0,0.0,4537.0,0.0,8504.0,0.0
-2,943800,3967.0,0.0,4536.0,-1.0,8503.0,-1.0
-2,943900,3967.0,0.0,4536.0,0.0,8503.0,0.0
-2,944000,3967.0,0.0,4535.0,-1.0,8502.0,-1.0
-2,944100,3967.0,0.0,4535.0,0.0,8502.0,0.0
-2,944200,3967.0,0.0,4534.0,-1.0,8501.0,-1.0
-2,944300,3967.0,0.0,4534.0,0.0,8501.0,0.0
-2,944400,3967.0,0.0,4535.0,1.0,8502.0,1.0
-2,944500,3967.0,0.0,4535.0,0.0,8502.0,0.0
-2,944600,3967.0,0.0,4536.0,1.0,8503.0,1.0
-2,944700,3967.0,0.0,4536.0,0.0,8503.0,0.0
-2,944800,3967.0,0.0,4535.0,-1.0,8502.0,-1.0
-2,944900,3967.0,0.0,4536.0,1.0,8503.0,1.0
-2,945000,3967.0,0.0,4537.0,1.0,8504.0,1.0
-2,945100,3967.0,0.0,4559.0,22.0,8526.0,22.0
-2,945200,3967.0,0.0,4562.0,3.0,8529.0,3.0
-2,945300,3979.0,12.0,4562.0,0.0,8541.0,12.0
-2,945400,3967.0,-12.0,4563.0,1.0,8530.0,-11.0
-2,945500,3967.0,0.0,4564.0,1.0,8531.0,1.0
-2,945600,3967.0,0.0,4565.0,1.0,8532.0,1.0
-2,945700,3967.0,0.0,4564.0,-1.0,8531.0,-1.0
-2,945800,3967.0,0.0,4564.0,0.0,8531.0,0.0
-2,945900,3967.0,0.0,4563.0,-1.0,8530.0,-1.0
-2,946000,3967.0,0.0,4564.0,1.0,8531.0,1.0
-2,946100,3967.0,0.0,4565.0,1.0,8532.0,1.0
-2,946200,3967.0,0.0,4565.0,0.0,8532.0,0.0
-2,946300,3967.0,0.0,4566.0,1.0,8533.0,1.0
-2,946400,3967.0,0.0,4566.0,0.0,8533.0,0.0
-2,946500,3967.0,0.0,4567.0,1.0,8534.0,1.0
-2,946600,3967.0,0.0,4566.0,-1.0,8533.0,-1.0
-2,946700,3967.0,0.0,4566.0,0.0,8533.0,0.0
-2,946800,3967.0,0.0,4564.0,-2.0,8531.0,-2.0
-2,946900,3967.0,0.0,4566.0,2.0,8533.0,2.0
-2,947000,3967.0,0.0,4565.0,-1.0,8532.0,-1.0
-2,947100,3967.0,0.0,4567.0,2.0,8534.0,2.0
-2,947200,3995.0,28.0,4568.0,1.0,8563.0,29.0
-2,947300,3995.0,0.0,4567.0,-1.0,8562.0,-1.0
-2,947400,3995.0,0.0,4570.0,3.0,8565.0,3.0
-2,947500,3995.0,0.0,4570.0,0.0,8565.0,0.0
-2,947600,3995.0,0.0,4570.0,0.0,8565.0,0.0
-2,947700,3995.0,0.0,4569.0,-1.0,8564.0,-1.0
-2,947800,3995.0,0.0,4569.0,0.0,8564.0,0.0
-2,947900,3995.0,0.0,4570.0,1.0,8565.0,1.0
-2,948000,3995.0,0.0,4570.0,0.0,8565.0,0.0
-2,948100,3995.0,0.0,4570.0,0.0,8565.0,0.0
-2,948200,3995.0,0.0,4569.0,-1.0,8564.0,-1.0
-2,948300,3995.0,0.0,4569.0,0.0,8564.0,0.0
-2,948400,3995.0,0.0,4569.0,0.0,8564.0,0.0
-2,948500,3995.0,0.0,4569.0,0.0,8564.0,0.0
-2,948600,3995.0,0.0,4567.0,-2.0,8562.0,-2.0
-2,948700,3999.0,4.0,4569.0,2.0,8568.0,6.0
-2,948800,3995.0,-4.0,4568.0,-1.0,8563.0,-5.0
-2,948900,3995.0,0.0,4573.0,5.0,8568.0,5.0
-2,949000,3995.0,0.0,4566.0,-7.0,8561.0,-7.0
-2,949100,3995.0,0.0,4568.0,2.0,8563.0,2.0
-2,949200,3995.0,0.0,4570.0,2.0,8565.0,2.0
-2,949300,3995.0,0.0,4570.0,0.0,8565.0,0.0
-2,949400,4037.0,42.0,4570.0,0.0,8607.0,42.0
-2,949500,4037.0,0.0,4571.0,1.0,8608.0,1.0
-2,949600,4037.0,0.0,4573.0,2.0,8610.0,2.0
-2,949700,4037.0,0.0,4574.0,1.0,8611.0,1.0
-2,949800,4037.0,0.0,4575.0,1.0,8612.0,1.0
-2,949900,4037.0,0.0,4577.0,2.0,8614.0,2.0
-2,950000,4037.0,0.0,4575.0,-2.0,8612.0,-2.0
-2,950100,4037.0,0.0,4574.0,-1.0,8611.0,-1.0
-2,950200,4037.0,0.0,4574.0,0.0,8611.0,0.0
-2,950300,4037.0,0.0,4584.0,10.0,8621.0,10.0
-2,950400,4037.0,0.0,4584.0,0.0,8621.0,0.0
-2,950500,4037.0,0.0,4584.0,0.0,8621.0,0.0
-2,950600,4065.0,28.0,4596.0,12.0,8661.0,40.0
-2,950700,4037.0,-28.0,4596.0,0.0,8633.0,-28.0
-2,950800,4037.0,0.0,4595.0,-1.0,8632.0,-1.0
-2,950900,4037.0,0.0,4595.0,0.0,8632.0,0.0
-2,951000,4037.0,0.0,4594.0,-1.0,8631.0,-1.0
-2,951100,4037.0,0.0,4593.0,-1.0,8630.0,-1.0
-2,951200,4037.0,0.0,4589.0,-4.0,8626.0,-4.0
-2,951300,4037.0,0.0,4593.0,4.0,8630.0,4.0
-2,951400,4037.0,0.0,4587.0,-6.0,8624.0,-6.0
-2,951500,4037.0,0.0,4594.0,7.0,8631.0,7.0
-2,951600,4037.0,0.0,4591.0,-3.0,8628.0,-3.0
-2,951700,4037.0,0.0,4590.0,-1.0,8627.0,-1.0
-2,951800,4037.0,0.0,4588.0,-2.0,8625.0,-2.0
-2,951900,4037.0,0.0,4581.0,-7.0,8618.0,-7.0
-2,952000,4037.0,0.0,4587.0,6.0,8624.0,6.0
-2,952100,4037.0,0.0,4585.0,-2.0,8622.0,-2.0
-2,952200,4009.0,-28.0,4586.0,1.0,8595.0,-27.0
-2,952300,4037.0,28.0,4589.0,3.0,8626.0,31.0
-2,952400,4079.0,42.0,4589.0,0.0,8668.0,42.0
-2,952500,4079.0,0.0,4588.0,-1.0,8667.0,-1.0
-2,952600,4079.0,0.0,4589.0,1.0,8668.0,1.0
-2,952700,4079.0,0.0,4590.0,1.0,8669.0,1.0
-2,952800,4079.0,0.0,4590.0,0.0,8669.0,0.0
-2,952900,4079.0,0.0,4591.0,1.0,8670.0,1.0
-2,953000,4079.0,0.0,4593.0,2.0,8672.0,2.0
-2,953100,4079.0,0.0,4594.0,1.0,8673.0,1.0
-2,953200,4079.0,0.0,4593.0,-1.0,8672.0,-1.0
-2,953300,4079.0,0.0,4594.0,1.0,8673.0,1.0
-2,953400,4079.0,0.0,4593.0,-1.0,8672.0,-1.0
-2,953500,4079.0,0.0,4598.0,5.0,8677.0,5.0
-2,953600,4079.0,0.0,4593.0,-5.0,8672.0,-5.0
-2,953700,4079.0,0.0,4591.0,-2.0,8670.0,-2.0
-2,953800,4079.0,0.0,4585.0,-6.0,8664.0,-6.0
-2,953900,4079.0,0.0,4592.0,7.0,8671.0,7.0
-2,954000,4079.0,0.0,4584.0,-8.0,8663.0,-8.0
-2,954100,4079.0,0.0,4588.0,4.0,8667.0,4.0
-2,954200,4079.0,0.0,4590.0,2.0,8669.0,2.0
-2,954300,4079.0,0.0,4589.0,-1.0,8668.0,-1.0
-2,954400,4079.0,0.0,4588.0,-1.0,8667.0,-1.0
-2,954500,4079.0,0.0,4588.0,0.0,8667.0,0.0
-2,954600,4114.0,35.0,4580.0,-8.0,8694.0,27.0
-2,954700,4114.0,0.0,4587.0,7.0,8701.0,7.0
-2,954800,4114.0,0.0,4588.0,1.0,8702.0,1.0
-2,954900,4114.0,0.0,4589.0,1.0,8703.0,1.0
-2,955000,4114.0,0.0,4587.0,-2.0,8701.0,-2.0
-2,955100,4114.0,0.0,4590.0,3.0,8704.0,3.0
-2,955200,4114.0,0.0,4598.0,8.0,8712.0,8.0
-2,955300,4114.0,0.0,4590.0,-8.0,8704.0,-8.0
-2,955400,4114.0,0.0,4588.0,-2.0,8702.0,-2.0
-2,955500,4114.0,0.0,4589.0,1.0,8703.0,1.0
-2,955600,4114.0,0.0,4588.0,-1.0,8702.0,-1.0
-2,955700,4114.0,0.0,4588.0,0.0,8702.0,0.0
-2,955800,4114.0,0.0,4589.0,1.0,8703.0,1.0
-2,955900,4114.0,0.0,4588.0,-1.0,8702.0,-1.0
-2,956000,4114.0,0.0,4589.0,1.0,8703.0,1.0
-2,956100,4114.0,0.0,4596.0,7.0,8710.0,7.0
-2,956200,4114.0,0.0,4591.0,-5.0,8705.0,-5.0
-2,956300,4114.0,0.0,4590.0,-1.0,8704.0,-1.0
-2,956400,4114.0,0.0,4591.0,1.0,8705.0,1.0
-2,956500,4114.0,0.0,4591.0,0.0,8705.0,0.0
-2,956600,4114.0,0.0,4589.0,-2.0,8703.0,-2.0
-2,956700,4114.0,0.0,4591.0,2.0,8705.0,2.0
-2,956800,4114.0,0.0,4592.0,1.0,8706.0,1.0
-2,956900,4114.0,0.0,4593.0,1.0,8707.0,1.0
-2,957000,4114.0,0.0,4593.0,0.0,8707.0,0.0
-2,957100,4114.0,0.0,4592.0,-1.0,8706.0,-1.0
-2,957200,4114.0,0.0,4593.0,1.0,8707.0,1.0
-2,957300,4114.0,0.0,4594.0,1.0,8708.0,1.0
-2,957400,4114.0,0.0,4595.0,1.0,8709.0,1.0
-2,957500,4114.0,0.0,4596.0,1.0,8710.0,1.0
-2,957600,4114.0,0.0,4596.0,0.0,8710.0,0.0
-2,957700,4114.0,0.0,4597.0,1.0,8711.0,1.0
-2,957800,4114.0,0.0,4608.0,11.0,8722.0,11.0
-2,957900,4114.0,0.0,4608.0,0.0,8722.0,0.0
-2,958000,4114.0,0.0,4608.0,0.0,8722.0,0.0
-2,958100,4114.0,0.0,4608.0,0.0,8722.0,0.0
-2,958200,4114.0,0.0,4630.0,22.0,8744.0,22.0
-2,958300,4114.0,0.0,4630.0,0.0,8744.0,0.0
-2,958400,4114.0,0.0,4634.0,4.0,8748.0,4.0
-2,958500,4114.0,0.0,4634.0,0.0,8748.0,0.0
-2,958600,4114.0,0.0,4630.0,-4.0,8744.0,-4.0
-2,958700,4114.0,0.0,4626.0,-4.0,8740.0,-4.0
-2,958800,4114.0,0.0,4628.0,2.0,8742.0,2.0
-2,958900,4114.0,0.0,4628.0,0.0,8742.0,0.0
-2,959000,4114.0,0.0,4626.0,-2.0,8740.0,-2.0
-2,959100,4114.0,0.0,4624.0,-2.0,8738.0,-2.0
-2,959200,4114.0,0.0,4626.0,2.0,8740.0,2.0
-2,959300,4114.0,0.0,4622.0,-4.0,8736.0,-4.0
-2,959400,4114.0,0.0,4622.0,0.0,8736.0,0.0
-2,959500,4114.0,0.0,4622.0,0.0,8736.0,0.0
-2,959600,4114.0,0.0,4622.0,0.0,8736.0,0.0
-2,959700,4114.0,0.0,4622.0,0.0,8736.0,0.0
-2,959800,4114.0,0.0,4618.0,-4.0,8732.0,-4.0
-2,959900,4114.0,0.0,4614.0,-4.0,8728.0,-4.0
-2,960000,4114.0,0.0,4616.0,2.0,8730.0,2.0
-2,960100,4114.0,0.0,4618.0,2.0,8732.0,2.0
-2,960200,4114.0,0.0,4614.0,-4.0,8728.0,-4.0
-2,960300,4114.0,0.0,4618.0,4.0,8732.0,4.0
-2,960400,4114.0,0.0,4616.0,-2.0,8730.0,-2.0
-2,960500,4114.0,0.0,4616.0,0.0,8730.0,0.0
-2,960600,4114.0,0.0,4616.0,0.0,8730.0,0.0
-2,960700,4114.0,0.0,4616.0,0.0,8730.0,0.0
-2,960800,4114.0,0.0,4614.0,-2.0,8728.0,-2.0
-2,960900,4114.0,0.0,4616.0,2.0,8730.0,2.0
-2,961000,4114.0,0.0,4646.0,30.0,8760.0,30.0
-2,961100,4114.0,0.0,4674.0,28.0,8788.0,28.0
-2,961200,4114.0,0.0,4678.0,4.0,8792.0,4.0
-2,961300,4114.0,0.0,4682.0,4.0,8796.0,4.0
-2,961400,4090.0,-24.0,4682.0,0.0,8772.0,-24.0
-2,961500,4114.0,24.0,4680.0,-2.0,8794.0,22.0
-2,961600,4114.0,0.0,4680.0,0.0,8794.0,0.0
-2,961700,4114.0,0.0,4678.0,-2.0,8792.0,-2.0
-2,961800,4114.0,0.0,4678.0,0.0,8792.0,0.0
-2,961900,4114.0,0.0,4676.0,-2.0,8790.0,-2.0
-2,962000,4114.0,0.0,4676.0,0.0,8790.0,0.0
-2,962100,4114.0,0.0,4674.0,-2.0,8788.0,-2.0
-2,962200,4114.0,0.0,4676.0,2.0,8790.0,2.0
-2,962300,4114.0,0.0,4676.0,0.0,8790.0,0.0
-2,962400,4114.0,0.0,4676.0,0.0,8790.0,0.0
-2,962500,4114.0,0.0,4692.0,16.0,8806.0,16.0
-2,962600,4114.0,0.0,4674.0,-18.0,8788.0,-18.0
-2,962700,4114.0,0.0,4676.0,2.0,8790.0,2.0
-2,962800,4114.0,0.0,4676.0,0.0,8790.0,0.0
-2,962900,4114.0,0.0,4680.0,4.0,8794.0,4.0
-2,963000,4114.0,0.0,4678.0,-2.0,8792.0,-2.0
-2,963100,4114.0,0.0,4680.0,2.0,8794.0,2.0
-2,963200,4114.0,0.0,4678.0,-2.0,8792.0,-2.0
-2,963300,4090.0,-24.0,4680.0,2.0,8770.0,-22.0
-2,963400,4114.0,24.0,4680.0,0.0,8794.0,24.0
-2,963500,4114.0,0.0,4680.0,0.0,8794.0,0.0
-2,963600,4090.0,-24.0,4676.0,-4.0,8766.0,-28.0
-2,963700,4114.0,24.0,4674.0,-2.0,8788.0,22.0
-2,963800,4114.0,0.0,4676.0,2.0,8790.0,2.0
-2,963900,4114.0,0.0,4680.0,4.0,8794.0,4.0
-2,964000,4114.0,0.0,4676.0,-4.0,8790.0,-4.0
-2,964100,4114.0,0.0,4680.0,4.0,8794.0,4.0
-2,964200,4114.0,0.0,4678.0,-2.0,8792.0,-2.0
-2,964300,4114.0,0.0,4676.0,-2.0,8790.0,-2.0
-2,964400,4114.0,0.0,4674.0,-2.0,8788.0,-2.0
-2,964500,4114.0,0.0,4672.0,-2.0,8786.0,-2.0
-2,964600,4114.0,0.0,4672.0,0.0,8786.0,0.0
-2,964700,4114.0,0.0,4672.0,0.0,8786.0,0.0
-2,964800,4114.0,0.0,4672.0,0.0,8786.0,0.0
-2,964900,4114.0,0.0,4672.0,0.0,8786.0,0.0
-2,965000,4114.0,0.0,4670.0,-2.0,8784.0,-2.0
-2,965100,4114.0,0.0,4670.0,0.0,8784.0,0.0
-2,965200,4114.0,0.0,4670.0,0.0,8784.0,0.0
-2,965300,4114.0,0.0,4670.0,0.0,8784.0,0.0
-2,965400,4114.0,0.0,4672.0,2.0,8786.0,2.0
-2,965500,4114.0,0.0,4688.0,16.0,8802.0,16.0
-2,965600,4114.0,0.0,4672.0,-16.0,8786.0,-16.0
-2,965700,4114.0,0.0,4672.0,0.0,8786.0,0.0
-2,965800,4114.0,0.0,4674.0,2.0,8788.0,2.0
-2,965900,4114.0,0.0,4670.0,-4.0,8784.0,-4.0
-2,966000,4114.0,0.0,4672.0,2.0,8786.0,2.0
-2,966100,4114.0,0.0,4670.0,-2.0,8784.0,-2.0
-2,966200,4114.0,0.0,4668.0,-2.0,8782.0,-2.0
-2,966300,4114.0,0.0,4668.0,0.0,8782.0,0.0
-2,966400,4114.0,0.0,4668.0,0.0,8782.0,0.0
-2,966500,4114.0,0.0,4670.0,2.0,8784.0,2.0
-2,966600,4114.0,0.0,4670.0,0.0,8784.0,0.0
-2,966700,4114.0,0.0,4670.0,0.0,8784.0,0.0
-2,966800,4114.0,0.0,4670.0,0.0,8784.0,0.0
-2,966900,4114.0,0.0,4672.0,2.0,8786.0,2.0
-2,967000,4114.0,0.0,4670.0,-2.0,8784.0,-2.0
-2,967100,4114.0,0.0,4670.0,0.0,8784.0,0.0
-2,967200,4114.0,0.0,4672.0,2.0,8786.0,2.0
-2,967300,4114.0,0.0,4672.0,0.0,8786.0,0.0
-2,967400,4114.0,0.0,4670.0,-2.0,8784.0,-2.0
-2,967500,4114.0,0.0,4672.0,2.0,8786.0,2.0
-2,967600,4138.0,24.0,4670.0,-2.0,8808.0,22.0
-2,967700,4114.0,-24.0,4670.0,0.0,8784.0,-24.0
-2,967800,4114.0,0.0,4670.0,0.0,8784.0,0.0
-2,967900,4114.0,0.0,4668.0,-2.0,8782.0,-2.0
-2,968000,4114.0,0.0,4668.0,0.0,8782.0,0.0
-2,968100,4114.0,0.0,4666.0,-2.0,8780.0,-2.0
-2,968200,4114.0,0.0,4666.0,0.0,8780.0,0.0
-2,968300,4114.0,0.0,4692.0,26.0,8806.0,26.0
-2,968400,4114.0,0.0,4692.0,0.0,8806.0,0.0
-2,968500,4114.0,0.0,4692.0,0.0,8806.0,0.0
-2,968600,4114.0,0.0,4692.0,0.0,8806.0,0.0
-2,968700,4114.0,0.0,4692.0,0.0,8806.0,0.0
-2,968800,4114.0,0.0,4692.0,0.0,8806.0,0.0
-2,968900,4114.0,0.0,4692.0,0.0,8806.0,0.0
-2,969000,4114.0,0.0,4704.0,12.0,8818.0,12.0
-2,969100,4114.0,0.0,4704.0,0.0,8818.0,0.0
-2,969200,4114.0,0.0,4711.0,7.0,8825.0,7.0
-2,969300,4114.0,0.0,4704.0,-7.0,8818.0,-7.0
-2,969400,4114.0,0.0,4703.0,-1.0,8817.0,-1.0
-2,969500,4114.0,0.0,4702.0,-1.0,8816.0,-1.0
-2,969600,4114.0,0.0,4703.0,1.0,8817.0,1.0
-2,969700,4114.0,0.0,4704.0,1.0,8818.0,1.0
-2,969800,4114.0,0.0,4701.0,-3.0,8815.0,-3.0
-2,969900,4114.0,0.0,4702.0,1.0,8816.0,1.0
-2,970000,4114.0,0.0,4709.0,7.0,8823.0,7.0
-2,970100,4114.0,0.0,4700.0,-9.0,8814.0,-9.0
-2,970200,4114.0,0.0,4701.0,1.0,8815.0,1.0
-2,970300,4114.0,0.0,4701.0,0.0,8815.0,0.0
-2,970400,4114.0,0.0,4702.0,1.0,8816.0,1.0
-2,970500,4114.0,0.0,4704.0,2.0,8818.0,2.0
-2,970600,4114.0,0.0,4706.0,2.0,8820.0,2.0
-2,970700,4114.0,0.0,4705.0,-1.0,8819.0,-1.0
-2,970800,4114.0,0.0,4704.0,-1.0,8818.0,-1.0
-2,970900,4114.0,0.0,4702.0,-2.0,8816.0,-2.0
-2,971000,4114.0,0.0,4703.0,1.0,8817.0,1.0
-2,971100,4114.0,0.0,4702.0,-1.0,8816.0,-1.0
-2,971200,4114.0,0.0,4703.0,1.0,8817.0,1.0
-2,971300,4114.0,0.0,4702.0,-1.0,8816.0,-1.0
-2,971400,4114.0,0.0,4700.0,-2.0,8814.0,-2.0
-2,971500,4114.0,0.0,4694.0,-6.0,8808.0,-6.0
-2,971600,4114.0,0.0,4698.0,4.0,8812.0,4.0
-2,971700,4114.0,0.0,4697.0,-1.0,8811.0,-1.0
-2,971800,4114.0,0.0,4698.0,1.0,8812.0,1.0
-2,971900,4114.0,0.0,4698.0,0.0,8812.0,0.0
-2,972000,4114.0,0.0,4699.0,1.0,8813.0,1.0
-2,972100,4114.0,0.0,4707.0,8.0,8821.0,8.0
-2,972200,4114.0,0.0,4707.0,0.0,8821.0,0.0
-2,972300,4114.0,0.0,4700.0,-7.0,8814.0,-7.0
-2,972400,4114.0,0.0,4700.0,0.0,8814.0,0.0
-2,972500,4114.0,0.0,4702.0,2.0,8816.0,2.0
-2,972600,4114.0,0.0,4702.0,0.0,8816.0,0.0
-2,972700,4114.0,0.0,4703.0,1.0,8817.0,1.0
-2,972800,4114.0,0.0,4704.0,1.0,8818.0,1.0
-2,972900,4114.0,0.0,4704.0,0.0,8818.0,0.0
-2,973000,4114.0,0.0,4702.0,-2.0,8816.0,-2.0
-2,973100,4114.0,0.0,4702.0,0.0,8816.0,0.0
-2,973200,4114.0,0.0,4703.0,1.0,8817.0,1.0
-2,973300,4114.0,0.0,4703.0,0.0,8817.0,0.0
-2,973400,4114.0,0.0,4704.0,1.0,8818.0,1.0
-2,973500,4114.0,0.0,4700.0,-4.0,8814.0,-4.0
-2,973600,4114.0,0.0,4714.0,14.0,8828.0,14.0
-2,973700,4114.0,0.0,4714.0,0.0,8828.0,0.0
-2,973800,4114.0,0.0,4714.0,0.0,8828.0,0.0
-2,973900,4114.0,0.0,4714.0,0.0,8828.0,0.0
-2,974000,4114.0,0.0,4714.0,0.0,8828.0,0.0
-2,974100,4114.0,0.0,4714.0,0.0,8828.0,0.0
-2,974200,4114.0,0.0,4714.0,0.0,8828.0,0.0
-2,974300,4114.0,0.0,4714.0,0.0,8828.0,0.0
-2,974400,4114.0,0.0,4714.0,0.0,8828.0,0.0
-2,974500,4114.0,0.0,4714.0,0.0,8828.0,0.0
-2,974600,4114.0,0.0,4714.0,0.0,8828.0,0.0
-2,974700,4114.0,0.0,4714.0,0.0,8828.0,0.0
-2,974800,4114.0,0.0,4744.0,30.0,8858.0,30.0
-2,974900,4114.0,0.0,4759.0,15.0,8873.0,15.0
-2,975000,4114.0,0.0,4749.0,-10.0,8863.0,-10.0
-2,975100,4114.0,0.0,4749.0,0.0,8863.0,0.0
-2,975200,4114.0,0.0,4751.5,2.5,8865.5,2.5
-2,975300,4114.0,0.0,4751.5,0.0,8865.5,0.0
-2,975400,4114.0,0.0,4754.0,2.5,8868.0,2.5
-2,975500,4114.0,0.0,4749.0,-5.0,8863.0,-5.0
-2,975600,4114.0,0.0,4749.0,0.0,8863.0,0.0
-2,975700,4114.0,0.0,4751.5,2.5,8865.5,2.5
-2,975800,4114.0,0.0,4751.5,0.0,8865.5,0.0
-2,975900,4090.0,-24.0,4746.5,-5.0,8836.5,-29.0
-2,976000,4114.0,24.0,4746.5,0.0,8860.5,24.0
-2,976100,4114.0,0.0,4746.5,0.0,8860.5,0.0
-2,976200,4114.0,0.0,4751.5,5.0,8865.5,5.0
-2,976300,4114.0,0.0,4754.0,2.5,8868.0,2.5
-2,976400,4114.0,0.0,4754.0,0.0,8868.0,0.0
-2,976500,4114.0,0.0,4756.5,2.5,8870.5,2.5
-2,976600,4114.0,0.0,4759.0,2.5,8873.0,2.5
-2,976700,4114.0,0.0,4759.0,0.0,8873.0,0.0
-2,976800,4114.0,0.0,4759.0,0.0,8873.0,0.0
-2,976900,4114.0,0.0,4766.5,7.5,8880.5,7.5
-2,977000,4114.0,0.0,4766.5,0.0,8880.5,0.0
-2,977100,4114.0,0.0,4766.5,0.0,8880.5,0.0
-2,977200,4114.0,0.0,4766.5,0.0,8880.5,0.0
-2,977300,4114.0,0.0,4764.0,-2.5,8878.0,-2.5
-2,977400,4114.0,0.0,4764.0,0.0,8878.0,0.0
-2,977500,4114.0,0.0,4761.5,-2.5,8875.5,-2.5
-2,977600,4114.0,0.0,4761.5,0.0,8875.5,0.0
-2,977700,4114.0,0.0,4761.5,0.0,8875.5,0.0
-2,977800,4114.0,0.0,4764.0,2.5,8878.0,2.5
-2,977900,4114.0,0.0,4764.0,0.0,8878.0,0.0
-2,978000,4114.0,0.0,4764.0,0.0,8878.0,0.0
-2,978100,4114.0,0.0,4761.5,-2.5,8875.5,-2.5
